id "A" "L" "\chi" "\beta" "C_1" "C_2" "v_1" "v_2" "\dot v_1" "\dot v_2" "\dot h_1" "\dot h_2" "\dot \psi_1" "\dot \psi_2" "hmd" "vmd" 
124 4 1 2 224.651 2 2 128.653 189.313 0 0 0 0 -1.1883 0.512242 0.426467 61.1647 
125 4 1 1 358.126 2 2 195.722 155.364 -1.51788 0.277288 0 0 0 2.15459 0.781378 93.1948 
126 4 2 1 169.374 1 2 64.6052 117.282 0 0 0 -542.683 0.965527 0 0.0968648 700.289 
127 4 1 2 193.853 1 2 113.579 198.197 0 0 0 0 -0.91821 0 0.276328 331.235 
128 4 2 1 173.868 2 2 130.194 125.656 0 1.8952 0 0 -0.853072 2.21446 0.209506 532.211 
129 4 1 1 185.949 2 2 174.14 197.614 0 0 0 0 0 -0.341193 2.42423 117.698 
130 4 1 1 179.664 2 1 139.671 142.274 0 0 0 0 -2.73665 0.636273 2.18042 479.116 
131 2 1 1 187.149 2 1 173.209 174.781 0 0 0 0 -0.26126 0.416727 0.134733 780.322 
132 4 2 2 283.874 2 2 239.869 105.148 -0.732367 -1.39026 -944.624 -771.26 0 0.335145 0.57281 539.38 
133 4 1 1 201.573 1 2 100.039 149.123 0 0 1762.55 0 -1.9663 0 0.127066 877.679 
134 4 1 2 65.4141 2 2 269.337 180.791 1.89655 -0.268686 0 0 0 1.02156 0.810362 498.224 
135 1 2 2 184.539 2 2 89.2216 181.971 0 -0.939642 0 0 0.647895 0.533259 0.960503 604.238 
136 4 2 2 223.853 1 2 283.247 177.822 0 0 -1036.07 0 -2.8172 -2.58551 0.277883 738.172 
137 4 2 1 174.149 2 2 159.513 179.381 0 0 0 0 0 0.664132 0.0526646 580.048 
138 4 1 1 41.5602 2 1 179.503 146.744 0 0 0 0 0 0.80826 0.467059 719.79 
139 1 1 1 323.283 2 2 134.881 113.544 0 0 -432.723 0 0 0 0.480668 581.888 
140 4 2 1 172.557 1 2 140.306 95.8015 0.501577 0 0 0 0 0 0.364598 386.647 
141 3 1 1 193.186 2 2 191.327 145.201 0 1.87829 0 0 0 0 0.483179 238.549 
142 4 1 2 143.112 2 1 169.802 63.1063 0 0 0 0 0 -0.768217 0.00464583 648.669 
143 4 2 2 78.4702 2 2 155.312 329.602 0 0 0 -1569.99 0 0 0.876234 755.269 
144 4 1 1 260.489 2 2 98.125 64.2707 0 0 737.719 0 0 0.853444 0.545075 682.328 
145 4 2 1 63.9097 1 2 88.1776 163.425 0 0.921574 0 0 2.72101 -1.9031 0.397221 467.133 
146 4 2 2 167.474 2 2 187.588 120.575 0 0 0 0 0 0 0.136998 435.036 
147 4 1 1 193.233 2 2 168.889 167.795 -1.22762 1.0624 0 0 -0.896843 0.779923 0.965114 355.053 
148 1 2 1 247.256 2 2 141.267 105.25 0.496393 0 0 0 3.48303 -0.758681 0.416516 126.385 
149 4 2 1 208.509 2 1 128.096 104.445 0 1.48357 0 1050.02 0.803461 -2.55551 2.50129 612.061 
150 4 3 1 93.7844 2 2 496.022 256.337 0 0 -2877.28 0 0 0.9988 1.36606 635.834 
151 4 2 2 265.547 2 2 104.207 62.3604 0 0 0 0 0 -0.547446 0.789313 737.926 
152 3 1 1 123.913 2 2 113.133 71.6654 0 0 0 0 0.623152 -1.98068 0.110701 318.1 
153 4 2 2 91.8553 2 2 96.6942 187.72 0 0 0 0 -0.663904 0 0.162334 606.513 
154 4 1 1 290.005 2 2 196.453 75.1434 0.598345 0 0 0 2.61794 1.58143 0.621833 249.868 
155 4 2 1 208.426 2 1 282.175 59.6975 0 0 0 0 0 -0.770415 0.0328275 592.737 
156 1 2 1 241.373 2 2 78.6945 152.886 0 0 0 -594.193 0.598105 -0.799337 0.394336 721.46 
157 4 2 1 319.316 2 2 279.413 124.358 0 0 0 0 0 0.250601 0.518856 652.256 
158 4 1 1 160.513 2 1 151.526 78.9463 0 0 0 0 -0.84145 0 0.472075 645.355 
159 4 2 2 197.726 2 2 167.245 84.8597 0 0.941439 0 480.654 3.18649 4.32525 0.95827 240.638 
160 4 2 1 190.403 2 1 122.792 183.944 0 -1.18601 0 0 0 2.72548 1.93339 399.908 
161 4 2 2 119.01 1 2 55.7093 119.473 0 0 908.934 0 0.440708 -2.10117 0.410141 604.603 
162 3 1 1 176.01 2 1 128.34 90.3921 1.85942 1.37522 918.446 900.942 0 1.25879 0.149321 582.08 
163 1 1 1 178.814 1 2 151.902 182.592 0 -1.47714 -802.403 0 0 -0.50362 0.293549 500.496 
164 2 1 2 239.954 2 2 113.494 96.8 0 0 0 0 0.288955 -3.15853 0.673075 24.3411 
165 2 2 1 168.252 2 2 155.276 70.4189 -1.45591 0 0 0 0 0 0.0340273 454.301 
166 4 2 1 144.006 1 2 153.78 183.043 1.16233 1.48216 415.236 469.132 0.392895 -2.36652 0.796545 56.1336 
167 2 1 1 206.944 1 2 78.1876 146.369 0 0 0 0 0.763116 -0.324601 2.09403 140.537 
168 3 1 1 34.776 2 2 221.382 163.443 0 0 0 0 0 0.743002 0.0638684 487.178 
169 4 1 2 240.123 2 1 292.336 51.7871 -1.21814 0 -1775.48 0 -1.2856 -3.4538 2.27024 77.7005 
170 1 1 1 175.475 2 2 69.373 79.9705 0 0 0 0 0.80644 0 0.135756 602.152 
171 4 2 1 160.099 1 2 151.65 150.942 0 0 -401.391 0 1.70651 0 0.572443 502.251 
172 4 2 1 243.052 2 2 236.027 176.816 -0.717632 0 -718.206 0 1.63796 -0.884556 2.25405 688.509 
173 1 2 1 173.709 2 1 282.835 280.79 1.64261 0 0 0 0 0.857767 1.84234 596.726 
174 1 2 1 202.577 2 2 215.547 285.634 0 0 -1899.57 0 -0.551941 0 2.19389 720.228 
175 4 2 1 173.782 1 2 89.7104 123.058 1.45258 0 -495.323 0 0 -0.614309 0.923088 523.476 
176 4 1 2 49.3721 2 1 149.894 187.901 0 -1.71128 0 0 0 0 0.98151 336.737 
177 4 2 1 190.879 2 1 172.559 172.987 -1.07922 0 0 0 0.558478 -1.993 2.92919 439.967 
178 4 1 1 195.161 2 1 166.084 55.7323 0 0 0 0 0 0.970971 0.977275 87.9126 
179 4 3 1 260.965 2 2 205.617 432.901 0 -0.530016 -833.171 0 0 0 2.08843 573.229 
180 4 2 1 120.444 2 1 75.8796 103.065 -1.92081 0 0 0 -6.40576 0.343046 0.850589 533.202 
181 4 2 1 207.314 2 1 253.775 156.204 -0.509723 0 -475.47 0 0 0 2.69013 554.218 
182 4 1 1 271.595 1 2 86.3873 161.574 0 0 0 0 0 0.743269 0.28561 676.606 
183 4 5 2 261.931 2 2 411.192 382.577 0 0.423497 0 0 -0.7439 -0.716539 0.206569 801.907 
184 4 2 1 268.318 2 1 193.181 124.081 -1.28522 0 -572.78 0 0 0.451987 0.652695 500.178 
185 4 1 1 283.44 2 1 76.8621 144.478 0 0 0 0 -0.955578 0 0.947287 125.62 
186 4 2 1 141.811 1 2 72.8703 105.817 -0.475438 -0.715143 0 0 2.70651 -0.957734 0.318495 742.804 
187 4 3 1 125.224 2 2 144.676 155.729 0 0 0 0 0.539133 0.427575 0.499353 698.407 
188 4 2 2 270.836 2 2 225.332 99.2661 0 0 0 0 0.956444 0.282913 0.255229 703.488 
189 4 2 1 128.756 2 2 118.476 136.268 0 0 0 0 -1.03023 0.438758 0.26341 660.001 
190 4 3 1 187.339 1 2 121.551 263.657 0 1.86263 0 -984.024 0.663914 0 1.94832 769.675 
191 4 1 2 130.731 2 1 111.52 134.174 -0.257789 0 0 0 -0.791993 0.330799 0.347897 675.367 
192 4 1 1 166.853 1 2 144.367 138.106 0 0 0 0 0.946195 0 0.603928 503.021 
193 4 1 1 106.116 2 2 160.595 78.859 0.768412 0 421.68 -909.924 -0.957027 0.719782 1.67606 483.715 
194 4 1 2 282.906 1 2 171.62 139.764 0 -1.86309 0 0 0 1.34938 0.341144 679.46 
195 4 1 1 315.427 1 2 159.845 273.106 0 0 0 0 0 0 2.78058 310.184 
196 4 2 2 307.724 2 1 150.637 295.063 0 0 0 2260.19 -0.955461 1.47955 0.347791 111.335 
197 4 1 2 224.251 2 1 242.91 182.26 0 0 0 0 0 0 0.206574 651.8 
198 4 3 1 220.561 2 1 185.263 150.344 0 1.67117 1536.39 0 0 0 2.53515 435.978 
199 4 3 1 277.265 2 2 246.751 380.324 0 -0.625757 -1635.4 -401.968 0 -0.52146 0.843432 713.34 
200 4 2 1 138.184 2 2 287.322 115.153 0 -1.93325 -724.297 0 0 0 0.0673303 637.82 
201 2 1 2 312.58 2 1 178.741 171.947 0 0 0 -739.442 1.27422 -0.866605 0.18846 700.585 
202 4 1 1 181.774 2 1 136.709 123.307 0 0 0 0 -3.21898 -0.967989 0.00249578 319.659 
203 4 2 1 185.905 2 2 141.446 365.07 1.81587 0.861479 0 0 -4.68784 0 1.91578 593.543 
204 4 1 1 212.477 2 1 147.218 262.644 0 0 0 -748.367 0.967711 0 0.00182295 230.888 
205 4 2 1 170.39 2 2 343.146 247.916 -1.23479 1.4461 -592.379 1848.21 0 0 1.79994 4785.62 
206 1 2 1 121.12 2 2 275.518 129.97 1.08975 0 0 0 0.536704 0 0.479343 262.076 
207 4 1 1 129.536 2 1 153.04 190.847 0 0.267021 0 0 0 0.860265 0.053776 697.336 
208 3 1 2 220.518 2 1 167.789 62.4146 0 0 0 0 0 0.306972 0.848035 667.295 
209 4 2 2 152.374 2 1 164.951 168.425 0.663351 1.8491 0 0 5.34367 0 0.349021 314.397 
210 1 2 2 227.832 2 2 127.047 196.332 0 -0.813622 0 0 -0.389773 0 2.38935 793.484 
211 1 2 1 159.406 2 2 192.992 486.446 1.44384 -1.4719 0 564.696 0.313613 0 1.00095 250.437 
212 4 1 1 192.992 2 2 102.787 140.665 0 0 487.078 0 3.32975 0 2.87898 490.808 
213 4 1 2 159.602 2 1 113.624 124.595 0 0 0 1383.96 0 0 0.986851 564.65 
214 3 1 1 161.798 2 1 190.831 124.932 0 0 0 915.551 -2.22245 0 0.233317 300.774 
215 4 1 1 6.80332 1 2 185.548 70.7359 0 0.758297 0 0 0.608577 0.952889 0.254398 147.944 
216 1 1 1 167.909 2 2 136.815 94.9139 0 0 0 0 -0.984959 2.85124 0.455412 428.78 
217 1 2 1 206.686 2 2 139.037 174.368 0 0 0 0 -0.993271 0.509757 0.368358 213.414 
218 4 2 2 335.624 1 2 125.603 174.419 0.483521 0 0 0 0 0.39613 0.771217 697.515 
219 1 1 1 200.687 2 1 94.8083 64.0007 0 0 0 0 -2.91697 0 0.375512 585.318 
220 4 2 1 207.032 2 1 121.544 66.1838 1.12255 0 0 0 3.46551 0.410452 1.61554 106.573 
221 4 2 2 148.504 2 2 178.157 74.1789 0 0 0 0 0 0.858087 0.410562 745.518 
222 4 1 2 181.538 2 2 56.7222 126.586 0 0 0 0 1.97258 -0.607349 0.00317792 356.99 
223 4 1 1 122.897 2 1 181.557 65.9336 0 0 0 0 3.18402 0.994125 0.356379 289.065 
224 4 2 1 205.849 2 2 149.474 160.213 0 -1.07185 0 0 -0.697428 -0.6459 0.813842 465.071 
225 4 1 2 355.73 2 2 117.001 174.429 0 -1.73831 0 0 0 5.36647 0.602747 545.887 
226 2 1 2 108.417 2 2 146.393 156.595 0 -1.61465 -767.552 0 -0.947486 0 0.888909 568.974 
227 2 1 1 183.573 2 1 80.7734 153.21 0 0 0 0 0.603254 1.6917 0.902064 210.444 
228 4 1 1 171.988 2 1 206.436 66.1627 -1.9627 0 0 0 0 0.809564 0.621775 137.978 
229 4 1 2 214.744 2 1 160.775 186.709 0 -1.0594 0 -1359.75 0 0 0.545393 236.174 
230 1 1 2 152.367 2 2 121.539 52.7587 0 0 0 0 0 2.97264 0.0478365 14.9553 
231 4 2 1 358.028 2 2 107.96 228.016 0 -0.746094 0 0 0 0 0.456241 472.017 
232 4 2 1 278.037 2 1 132.635 124.737 0 0 1006.94 0 0.474415 0.456571 0.329425 481.561 
233 4 2 2 68.4846 2 2 150.89 135.11 0.765892 0 0 0 -1.2046 -0.856855 0.187673 601.491 
234 4 2 2 57.4906 2 2 179.067 141.001 0 -1.47339 0 0 0 1.09177 0.833481 638.015 
235 4 5 2 150.967 2 2 467.097 461.285 0 -1.19418 0 0 0.276442 0 0.276089 897.699 
236 4 3 2 263.159 2 1 109.329 131.773 0.64116 0 0 1288.89 0.992063 0 0.711584 5633.61 
237 1 1 2 232.186 2 2 181.618 55.9245 0 0 0 646.598 0 1.93316 1.76291 199.233 
238 4 3 1 183.292 2 2 156.999 341.82 0 0 0 0 -0.846174 0 0.836277 796.327 
239 1 3 1 168.724 2 2 235.139 186.034 -1.36287 0 0 0 0 0 1.51006 2603.82 
240 4 1 1 198.057 1 2 161.418 70.1313 -1.9183 1.34449 0 0 1.4392 -3.53011 1.86882 653.483 
241 4 1 1 160.473 2 1 157.409 74.7384 0 0 0 4730.61 0 -0.520408 0.659854 10.2059 
242 4 2 2 27.9467 1 2 70.128 237.588 -1.82601 -1.81502 0 0 -1.15909 0.622697 0.912767 417.582 
243 4 1 1 165.154 2 1 144.716 134.725 0 0 0 0 0 -2.60201 0.713882 25.3565 
244 2 1 2 115.043 2 2 127.87 126.686 -1.32334 0 -798.333 0 0.412896 0.361253 0.377717 126.161 
245 1 1 1 108.488 2 1 185.045 111.425 0 -0.378806 0 0 -0.816635 -0.36556 0.554265 141.987 
246 4 1 1 121.3 1 2 131.544 243.174 1.66859 -1.00166 878.026 0 -0.38169 0 0.774316 533.034 
247 4 2 2 257.351 2 2 95.5567 103.117 0 0 495.806 0 -0.26528 0 0.0679466 490.979 
248 4 2 1 161.314 1 2 175.788 79.8433 0 0 895.74 0 0.844587 -0.666808 0.746015 790.96 
249 4 3 1 217.241 2 2 247.685 388.312 0 0 -856.442 2060.18 0 0 2.02592 755.609 
250 4 1 1 156.648 2 1 151.234 160.712 0 -0.686125 0 0 0 0 0.979185 187.001 
251 4 1 2 186.678 2 1 136.711 131.565 0 0 0 0 0.757912 0 0.0625154 213.127 
252 4 1 2 171.289 2 1 213.18 83.717 0 0 0 0 0 0 0.353617 673.2 
253 4 1 1 297.674 2 2 116.084 122.576 0 0 0 0 0 0.351099 1.76104 721.729 
254 4 2 1 319.317 2 2 252.033 269.469 -1.72646 0 2420.97 1544.56 -3.45166 0 2.55282 2.47714 
255 1 1 1 194.835 2 2 135.648 137.531 0 0 0 0 0 0.564232 0.261152 578.863 
256 1 2 1 208.76 2 2 190.192 196.439 0 0 0 0 0 0 0.408368 465.639 
