initial_id t "\dot h_1(t+1)" "\dot h_2(t+1)" "\dot \psi_1(t+1)" "\dot \psi_2(t+1)" 
4 18 0 0 0.399096 -1.81833 
4 19 0 0 0.399096 -1.81833 
4 20 0 0 0.399096 -1.81833 
4 21 0 0 0.703307 -2.48975 
4 22 0 0 0.703307 -2.48975 
4 23 0 0 0.703307 -2.48975 
4 24 0 0 0.703307 -2.48975 
4 25 0 0 0.703307 -2.59368 
4 26 0 0 0.703307 -2.59368 
4 27 0 0 0.703307 -2.59368 
4 28 0 0 0.703307 -2.59368 
4 29 0 0 0.703307 -2.59368 
4 30 0 0 0.703307 -2.59368 
4 31 0 0 0.703307 -2.59368 
4 32 0 0 0.703307 -2.59368 
4 33 0 0 0.703307 -2.59368 
4 34 0 0 1.7698 -2.59368 
4 35 0 0 1.7698 -2.59368 
4 36 0 0 1.7698 -2.59368 
4 37 0 0 1.7698 -2.59368 
4 38 0 0 1.7698 -1.33355 
4 39 0 0 1.7698 -1.33355 
4 40 0 0 1.7698 -1.33355 
4 41 0 0 1.7698 -1.33355 
4 42 0 0 1.7698 -1.33355 
4 43 0 0 1.7698 -1.33355 
4 44 0 0 1.7698 -1.33355 
4 45 0 -576.811 1.47659 -1.33355 
4 46 0 -576.811 1.47659 -1.33355 
4 47 0 -576.811 1.47659 -1.33355 
4 48 0 -576.811 1.47659 -1.33355 
4 49 0 -576.811 1.47659 -1.33355 
5 0 0 0 2.31838 0 
5 1 0 0 3.00796 0 
5 2 0 0 3.00796 0 
5 3 0 0 3.00796 -0.500454 
5 4 0 0 3.00796 -0.500454 
5 5 0 0 3.00796 -0.500454 
5 6 0 0 3.00796 -0.500454 
5 7 0 0 3.00796 -0.500454 
5 8 0 941.56 3.7463 -0.500454 
5 9 0 941.56 3.7463 -0.500454 
5 10 0 941.56 3.7463 -0.500454 
5 11 0 941.56 3.7463 -0.556215 
5 12 0 941.56 3.7463 -0.556215 
5 13 0 596.742 3.7463 -0.556215 
5 14 0 596.742 3.7463 -0.556215 
5 15 0 596.742 3.7463 0 
5 16 0 596.742 3.7463 0 
5 17 0 596.742 3.77848 0 
5 18 0 596.742 3.77848 -0.507843 
5 19 0 596.742 3.77848 -0.507843 
5 20 0 0 3.77848 -0.507843 
5 21 0 0 3.77848 -0.507843 
5 22 0 0 3.77848 -0.507843 
5 23 0 0 3.77848 -0.507843 
5 24 0 0 3.77848 -0.507843 
5 25 0 0 3.77848 -0.507843 
5 26 0 0 3.77848 0 
5 27 0 0 3.77848 0 
5 28 0 0 2.10671 0 
5 29 0 0 2.10671 0 
5 30 0 0 2.10671 0 
5 31 0 0 2.10671 0 
5 32 0 0 2.10671 0 
5 33 0 0 2.10671 0 
5 34 0 0 2.10671 0 
5 35 0 0 2.10671 0 
5 36 0 0 2.10671 0 
5 37 0 0 2.10671 0 
5 38 0 0 2.51384 0 
5 39 0 0 2.51384 0 
5 40 0 0 2.51384 0 
5 41 0 0 2.51384 0 
5 42 0 0 2.51384 0 
5 43 0 0 2.51384 -0.986257 
5 44 0 0 2.51384 -0.986257 
5 45 0 0 2.51384 -0.986257 
5 46 0 0 2.51384 -0.986257 
5 47 0 0 2.51384 -0.986257 
5 48 0 0 2.51384 -0.986257 
5 49 0 0 2.51384 -0.986257 
6 0 0 0 -0.344307 -5.11259 
6 1 0 0 -0.344307 -5.11259 
6 2 0 0 -0.344307 -5.11259 
6 3 0 0 -0.344307 -5.11259 
6 4 0 0 -0.344307 -5.11259 
6 5 0 0 -0.344307 -5.11259 
6 6 0 0 -0.344307 -2.53158 
6 7 0 0 -0.344307 -2.53158 
6 8 0 0 -0.344307 -2.53158 
6 9 0 0 -0.344307 -2.53158 
6 10 0 0 -0.344307 -2.53158 
6 11 0 0 -0.441372 -2.53158 
6 12 0 0 -0.441372 -2.53158 
6 13 0 0 -0.441372 -2.53158 
6 14 0 0 -0.277086 -2.02372 
6 15 0 0 -0.277086 -3.12395 
6 16 0 0 -0.277086 -3.12395 
6 17 0 0 -0.277086 -3.12395 
6 18 0 0 -0.277086 -3.12395 
6 19 0 0 -0.277086 -3.12395 
6 20 0 0 0 -3.12395 
6 21 0 0 0 -3.12395 
6 22 0 0 0 -3.12395 
6 23 0 0 0 -3.12395 
6 24 0 0 0 -3.12395 
6 25 0 0 0 -3.12395 
6 26 0 0 0 -3.12395 
6 27 0 0 0 -3.12395 
6 28 0 0 0 -3.12395 
6 29 0 0 0 -3.12395 
6 30 0 0 0 -3.35897 
6 31 0 0 0 -1.38939 
6 32 0 0 0 -1.38939 
6 33 0 0 0 -0.557825 
6 34 0 0 0 -0.557825 
6 35 0 0 0 -0.557825 
6 36 0 0 0 -0.973334 
6 37 0 0 0 -0.973334 
6 38 0 0 0 -0.973334 
6 39 0 0 0 0 
6 40 0 0 0 0 
6 41 0 0 0 0 
6 42 0 0 0 0 
6 43 0 0 0 0 
6 44 0 0 0 0 
6 45 0 0 0 0 
6 46 0 0 0 0 
6 47 0 0 0 0 
6 48 0 0 0 0 
6 49 0 0 0 0 
7 0 1229.78 0 0 0 
7 1 1229.78 0 0 0 
7 2 2191.64 0 0 0 
7 3 1956.64 0 0.394983 0 
7 4 1956.64 0 0.394983 0 
7 5 1956.64 0 0.394983 0 
7 6 1956.64 0 0.394983 0 
7 7 1956.64 0 0.394983 0.972325 
7 8 1956.64 0 0.394983 0.972325 
7 9 1956.64 0 0.394983 0.972325 
7 10 1956.64 0 0.394983 0.972325 
7 11 765.401 0 0.394983 0.972325 
7 12 765.401 0 0.394983 0.972325 
7 13 765.401 -843.284 0.394983 0.972325 
7 14 765.401 -843.284 0.394983 0.972325 
7 15 765.401 -843.284 0.394983 0.33911 
7 16 765.401 -843.284 0.394983 0.33911 
7 17 765.401 -843.284 0.394983 3.03654 
7 18 765.401 -843.284 0.394983 3.03654 
7 19 461.795 -843.284 0.394983 3.03654 
7 20 461.795 -843.284 0.394983 3.03654 
7 21 461.795 -597.65 0.394983 3.03654 
7 22 461.795 -597.65 0.394983 3.03654 
7 23 461.795 -597.65 0.394983 3.03654 
7 24 461.795 -597.65 0.394983 3.03654 
7 25 461.795 -597.65 0.394983 3.03654 
7 26 461.795 -597.65 0.394983 3.03654 
7 27 461.795 -597.65 0.394983 3.03654 
7 28 461.795 -597.65 0 3.03654 
7 29 461.795 -597.65 0 3.03654 
7 30 461.795 -597.65 0 3.03654 
7 31 461.795 -597.65 0 3.03654 
7 32 461.795 -597.65 0 3.03654 
7 33 461.795 -597.65 0 3.03654 
7 34 461.795 -597.65 0 3.03654 
7 35 461.795 -597.65 0.572465 3.03654 
7 36 461.795 -597.65 0.572465 3.03654 
7 37 461.795 -597.65 0.572465 3.03654 
7 38 461.795 -597.65 0.572465 0.615213 
7 39 461.795 -597.65 0.572465 0.615213 
7 40 461.795 -597.65 0.572465 0.615213 
7 41 461.795 -597.65 0 0.615213 
7 42 461.795 -597.65 0 0.615213 
7 43 461.795 -597.65 0 0.615213 
7 44 0 -597.65 0 0.615213 
7 45 0 -597.65 0 0.615213 
7 46 0 -597.65 0 0.615213 
7 47 0 -1350.08 0 0.615213 
7 48 0 -1421.08 0 0.615213 
7 49 0 -1421.08 0 0.615213 
8 0 0 0 0 3.09499 
8 1 0 0 0 3.09499 
8 2 0 0 0 3.09499 
8 3 0 0 0 3.09499 
8 4 0 0 0 3.09499 
8 5 0 0 0 3.09499 
8 6 0 0 0 3.09499 
8 7 0 0 0 3.09499 
8 8 0 0 0 2.523 
8 9 0 0 0 2.523 
8 10 0 0 0 2.523 
8 11 0 0 0 5.8884 
8 12 0 0 0 5.8884 
8 13 0 0 0 5.8884 
8 14 0 0 0 5.8884 
8 15 0 0 0 5.8884 
8 16 0 0 0.728121 5.8884 
8 17 0 0 0.338698 5.8884 
8 18 0 0 0.338698 5.8884 
8 19 0 0 0.338698 5.8884 
8 20 0 0 0.338698 4.24111 
8 21 0 0 0.338698 4.24111 
8 22 0 0 0.338698 4.24111 
8 23 0 0 0 4.24111 
8 24 0 0 0 4.24111 
8 25 0 0 0 4.24111 
8 26 0 0 0 4.24111 
8 27 0 0 0 4.24111 
8 28 0 0 0 4.24111 
8 29 0 0 0 4.24111 
8 30 0 0 0 4.24111 
8 31 0 0 0 4.24111 
8 32 0 0 0.742084 4.24111 
8 33 -834.104 0 0.742084 4.24111 
8 34 -834.104 0 0.742084 4.24111 
8 35 -858.531 0 0.742084 3.99649 
8 36 -858.531 0 0.742084 3.99649 
8 37 -858.531 0 0.742084 3.99649 
8 38 -858.531 0 0.742084 3.99649 
8 39 -858.531 0 0.742084 3.99649 
8 40 -858.531 0 0.742084 6.10539 
8 41 -966.276 0 0.742084 3.92636 
8 42 -966.276 0 0.742084 3.92636 
8 43 -966.276 0 0.742084 3.92636 
8 44 -966.276 0 0.742084 3.92636 
8 45 -591.503 0 0.742084 3.92636 
8 46 -591.503 0 0.742084 7.67556 
8 47 -591.503 0 0.742084 7.67556 
8 48 -591.503 0 0.742084 7.67556 
8 49 -591.503 0 0.742084 7.67556 
9 0 0 0 0 0 
9 1 0 0 0 0 
9 2 0 0 0 0 
9 3 0 0 0 0 
9 4 0 0 0 0 
9 5 0 0 0 0 
9 6 0 0 0 0 
9 7 0 0 0 0 
9 8 0 0 0 0 
9 9 0 0 0 0 
9 10 0 0 0 0 
9 11 0 0 0 0 
9 12 0 0 0 0 
9 13 0 0 0 0 
9 14 0 0 0 0 
9 15 0 0 0 0 
9 16 0 0 0 0 
9 17 0 0 0 0 
9 18 0 0 0 0 
9 19 0 0 0 0 
9 20 0 0 0 0.421691 
9 21 0 0 0 0.421691 
9 22 0 0 0 0.421691 
9 23 0 0 0 0.421691 
9 24 0 0 0 0.421691 
9 25 0 0 0 0.788135 
9 26 0 0 0 0.788135 
9 27 0 0 0 0.788135 
9 28 0 0 0 0.788135 
9 29 0 0 0 0.788135 
9 30 0 0 0 0.788135 
9 31 0 0 0 0.788135 
9 32 0 0 0 0.788135 
9 33 0 0 -0.895953 0.788135 
9 34 0 0 -0.895953 0.788135 
9 35 0 0 -0.895953 0.788135 
9 36 0 0 -0.498093 0.788135 
9 37 0 0 -0.498093 0.788135 
9 38 0 0 -0.498093 0.788135 
9 39 0 0 -0.498093 0.788135 
9 40 0 0 -0.498093 0.788135 
9 41 0 0 -0.498093 0.788135 
9 42 0 0 -0.498093 0.282344 
9 43 0 0 -0.498093 0 
9 44 0 0 -0.498093 0 
9 45 0 0 -0.498093 0 
9 46 0 0 -0.498093 0 
9 47 0 0 -0.498093 0 
9 48 0 0 -0.891926 0 
9 49 0 0 -0.891926 0 
10 0 0 0 -0.945315 0 
10 1 0 0 -0.945315 -0.339954 
10 2 0 0 0 -0.339954 
10 3 0 0 0 -0.339954 
10 4 0 0 0 -0.43891 
10 5 0 0 0 -0.43891 
10 6 0 0 0 0 
10 7 0 0 0 0 
10 8 0 0 0 0 
10 9 0 0 0 0 
10 10 0 0 0 0 
10 11 0 0 -0.867691 0 
10 12 0 0 -0.867691 0.626962 
10 13 0 0 -0.867691 0.626962 
10 14 0 0 -0.981689 0.626962 
10 15 0 0 -0.981689 0.626962 
10 16 0 0 -0.981689 0.626962 
10 17 0 0 -0.981689 0.626962 
10 18 0 0 -0.981689 0.626962 
10 19 0 0 -0.981689 0.626962 
10 20 0 0 -0.981689 0.626962 
10 21 0 0 -0.981689 0.626962 
10 22 0 0 -0.981689 0.626962 
10 23 0 0 -0.981689 0.626962 
10 24 0 0 -0.739027 0.626962 
10 25 0 0 -0.739027 0.626962 
10 26 0 0 -0.739027 0.937356 
10 27 0 0 -0.739027 0.937356 
10 28 0 0 -0.739027 0.937356 
10 29 0 0 -0.739027 0.937356 
10 30 0 0 -0.739027 0.937356 
10 31 0 0 -0.739027 0.937356 
10 32 0 0 -0.64791 0.937356 
10 33 0 0 -0.64791 0.937356 
10 34 0 0 -0.64791 0.937356 
10 35 0 0 -0.64791 0.937356 
10 36 0 0 -0.64791 0.901799 
10 37 0 0 -0.816144 0.901799 
10 38 0 0 -0.816144 0.901799 
10 39 0 0 -0.816144 0.292602 
10 40 0 0 -0.816144 0.292602 
10 41 0 0 -0.816144 0.292602 
10 42 0 0 0 0.292602 
10 43 0 0 0 0.292602 
10 44 0 0 0 0.292602 
10 45 0 0 0 0.292602 
10 46 0 0 0 0.292602 
10 47 0 0 0 0 
10 48 0 0 0.73032 0 
10 49 0 0 0.73032 0 
11 0 0 2709.42 0.85119 0 
11 1 0 2709.42 0.85119 0 
11 2 0 2709.42 0.85119 0 
11 3 0 2709.42 0.85119 0 
11 4 0 3167.7 0.85119 0 
11 5 0 3167.7 0.85119 0 
11 6 0 3167.7 0.85119 0 
11 7 0 3167.7 0.85119 0 
11 8 0 3167.7 0.85119 0 
11 9 0 3167.7 0.85119 0 
11 10 0 3167.7 0.85119 0 
11 11 0 3167.7 0.85119 0 
11 12 0 3167.7 0.85119 0 
11 13 0 4535.68 0.85119 0 
11 14 0 4535.68 0.85119 0 
11 15 0 4535.68 0.878635 0 
11 16 0 4535.68 0.878635 0 
11 17 0 4535.68 0.316403 0 
11 18 0 4535.68 0.316403 0 
11 19 0 4535.68 0.316403 0 
11 20 0 2713.67 0.316403 0 
11 21 0 2713.67 0.316403 0 
11 22 0 2713.67 0.316403 0 
11 23 0 1972.94 0.316403 0 
11 24 0 1972.94 0.316403 0 
11 25 0 1972.94 2.87634 0 
11 26 0 1972.94 1.02997 0 
11 27 0 1972.94 1.02997 0 
11 28 0 1972.94 1.02997 0 
11 29 0 1972.94 1.02997 0 
11 30 0 1972.94 1.02997 0 
11 31 0 1972.94 1.02997 0 
11 32 0 1972.94 2.42861 0 
11 33 0 1972.94 2.42861 0 
11 34 0 1972.94 0.393263 0 
11 35 0 1972.94 0.393263 0 
11 36 0 1972.94 0.393263 0 
11 37 0 1972.94 0.26002 0 
11 38 0 1972.94 0.26002 0 
11 39 0 1972.94 0.26002 0 
11 40 0 1972.94 0.26002 0 
11 41 0 1972.94 0.26002 0 
11 42 0 1972.94 0.26002 0 
11 43 0 1972.94 0.26002 0 
11 44 0 1972.94 0.26002 0 
11 45 0 1972.94 0.26002 0 
11 46 0 1972.94 0.26002 0.941927 
11 47 0 1972.94 0.26002 0.941927 
11 48 0 1972.94 0.26002 0.941927 
11 49 0 1972.94 3.4605 0.941927 
12 0 0 0 0 1.96301 
12 1 0 0 0 1.96301 
12 2 0 0 0 1.96301 
12 3 0 0 0 1.96301 
12 4 0 0 0 2.79862 
12 5 834.932 0 0 2.79862 
12 6 834.932 0 0 1.51623 
12 7 834.932 0 0 1.51623 
12 8 834.932 0 0 1.51623 
12 9 0 0 0 0.823194 
12 10 0 0 0 0.823194 
12 11 0 0 0 0.823194 
12 12 0 0 0 0.823194 
12 13 0 0 0 0.823194 
12 14 0 0 0 0.823194 
12 15 0 0 0 0.823194 
12 16 0 0 0 0.823194 
12 17 0 0 0 0.823194 
12 18 0 0 0 0.823194 
12 19 0 0 0 0.823194 
12 20 0 0 0 0.823194 
12 21 0 0 0 0.823194 
12 22 0 0 0 0.823194 
12 23 0 0 0 0.823194 
12 24 0 0 0 0.823194 
12 25 0 0 0 1.97918 
12 26 0 0 0 1.97918 
12 27 0 0 0 1.97918 
12 28 0 0 0 1.97918 
12 29 0 0 0 1.97918 
12 30 0 0 0 1.97918 
12 31 0 0 0 1.97918 
12 32 0 0 0 1.97918 
12 33 0 0 0.26871 1.97918 
12 34 0 0 0.26871 1.21542 
12 35 0 0 0.26871 1.21542 
12 36 0 0 0.37268 1.21542 
12 37 0 0 0.37268 1.21542 
12 38 0 0 0.37268 1.21542 
12 39 0 0 0.37268 1.21542 
12 40 0 0 0.37268 1.04671 
12 41 0 0 0 1.04671 
12 42 0 0 0 1.04671 
12 43 0 0 0 1.04671 
12 44 0 0 0 1.04671 
12 45 0 0 0 1.04671 
12 46 0 0 0 1.04671 
12 47 0 0 0 1.04671 
12 48 0 0 0 2.04942 
12 49 0 0 0.718166 2.04942 
13 0 0 0 -3.04126 -2.6894 
13 1 0 0 -3.04126 -2.6894 
13 2 0 0 -3.04126 -2.6894 
13 3 0 0 -3.04126 -2.6894 
13 4 0 0 -3.04126 -2.6894 
13 5 0 0 -3.04126 -2.6894 
13 6 0 0 -3.04126 -2.6894 
13 7 0 0 -3.04126 -2.6894 
13 8 0 0 -3.04126 -2.6894 
13 9 0 0 -3.04126 -2.6894 
13 10 0 0 -2.62473 -2.6894 
13 11 0 0 -2.62473 -2.69665 
13 12 0 0 -2.62473 -0.424478 
13 13 0 0 -2.62473 -0.424478 
13 14 0 0 -2.62473 -0.424478 
13 15 0 0 -2.62473 -0.424478 
13 16 0 0 -3.28025 -0.612915 
13 17 0 0 -3.28025 -0.612915 
13 18 0 0 -3.28025 -0.25525 
13 19 0 0 -3.28025 -0.868085 
13 20 0 0 -3.28025 -0.868085 
13 21 0 0 -3.28025 -0.868085 
13 22 0 0 -3.28025 -0.868085 
13 23 0 0 -2.34353 -0.868085 
13 24 0 0 -2.34353 -0.868085 
13 25 0 0 -2.34353 -0.868085 
13 26 0 0 -2.34353 -0.475174 
13 27 0 0 -2.62315 -0.475174 
13 28 0 0 -2.62315 -0.475174 
13 29 0 0 -2.62315 -0.475174 
13 30 0 0 -2.62315 -0.645746 
13 31 0 0 -2.62315 -0.645746 
13 32 0 0 -2.62315 -0.645746 
13 33 0 0 -2.62315 -0.645746 
13 34 0 0 -2.62315 -0.645746 
13 35 0 0 -2.62315 -0.645746 
13 36 0 0 -2.62315 0 
13 37 0 0 -2.62315 0 
13 38 0 0 -2.62315 0 
13 39 0 0 -2.62315 0 
13 40 0 0 -2.62315 0 
13 41 0 0 -2.62315 0 
13 42 0 0 -2.09353 0 
13 43 0 0 -2.59891 0 
13 44 0 0 -2.59891 0 
13 45 0 0 -2.59891 0 
13 46 0 0 -1.13905 0 
13 47 0 0 -1.13905 0 
13 48 0 0 -1.13905 0 
13 49 0 0 -1.13905 0 
14 0 -969.522 0 1.46956 0 
14 1 -969.522 0 1.46956 0 
14 2 -536.882 0 1.46956 -0.480945 
14 3 -536.882 0 0.90098 -0.480945 
14 4 -536.882 0 0.90098 -0.480945 
14 5 -536.882 0 0.314752 -0.480945 
14 6 -536.882 0 0.314752 -0.480945 
14 7 -536.882 0 0.314752 -0.480945 
14 8 -536.882 0 0.314752 -1.54822 
14 9 -536.882 0 0.314752 -1.54822 
14 10 -536.882 0 0.314752 -1.54822 
14 11 -536.882 0 0.314752 -1.54822 
14 12 -536.882 0 0.314752 -1.54822 
14 13 -536.882 0 0.314752 -1.54822 
14 14 -536.882 0 0.314752 -1.54822 
14 15 -536.882 0 0.314752 -1.54822 
14 16 -536.882 0 0.314752 -1.54822 
14 17 -536.882 0 0.314752 -1.54822 
14 18 -536.882 0 0.314752 -1.54822 
14 19 -536.882 0 0.314752 -1.54822 
14 20 -536.882 0 0.712489 -1.54822 
14 21 -536.882 0 0.712489 -0.572907 
14 22 -1461.85 0 0.880072 -0.572907 
14 23 -1461.85 0 0.880072 -0.572907 
14 24 -1461.85 0 0.880072 -0.572907 
14 25 -1461.85 0 0.880072 -0.572907 
14 26 -1461.85 0 0.880072 -0.572907 
14 27 -1461.85 0 0.880072 -0.572907 
14 28 -1461.85 0 0.880072 -0.572907 
14 29 -1461.85 0 0.880072 -0.572907 
14 30 -918.213 0 0.880072 -0.999966 
14 31 -918.213 0 0.880072 -0.999966 
14 32 -918.213 0 0.880072 0 
14 33 -918.213 0 0.880072 0 
14 34 -918.213 0 0.880072 0 
14 35 -918.213 0 0.880072 0 
14 36 -918.213 0 0.880072 0 
14 37 0 0 0.880072 0 
14 38 0 0 0.880072 0 
14 39 0 0 0 0 
14 40 0 0 0 0 
14 41 0 0 0 0 
14 42 0 0 0 0 
14 43 0 0 0 0 
14 44 0 0 0 0 
14 45 0 0 0 0 
14 46 0 0 0 0 
14 47 0 0 0 0 
14 48 0 0 0 0 
14 49 0 0 0 0 
15 0 0 0 0 -0.333638 
15 1 0 0 0.874783 -0.333638 
15 2 0 0 0 -0.333638 
15 3 0 0 0 -0.333638 
15 4 0 0 0 -0.333638 
15 5 0 0 0 -0.333638 
15 6 0 0 0 -0.333638 
15 7 0 0 0 -0.333638 
15 8 0 0 0 -0.333638 
15 9 0 0 0 -0.333638 
15 10 0 0 0 -0.333638 
15 11 0 0 0 -0.333638 
15 12 0 0 0 -0.333638 
15 13 0 0 0 -0.59651 
15 14 0 0 0 -0.59651 
15 15 0 0 0 -0.59651 
15 16 0 0 0 -0.59651 
15 17 0 0 0 0 
15 18 0 0 0 -0.72188 
15 19 0 0 0 -0.72188 
15 20 0 0 0 -0.72188 
15 21 0 0 0 -0.72188 
15 22 0 0 0 -0.72188 
15 23 0 0 0 -0.72188 
15 24 0 0 0 -0.72188 
15 25 0 0 0 -0.72188 
15 26 0 0 0 -0.72188 
15 27 0 0 0 -0.72188 
15 28 0 0 0 -0.72188 
15 29 0 0 0 -0.72188 
15 30 0 0 0 -0.72188 
15 31 0 0 0 -0.72188 
15 32 0 0 0 -0.72188 
15 33 0 0 0 -0.72188 
15 34 0 0 0 -0.72188 
15 35 0 0 0 -0.72188 
15 36 0 0 0 -0.72188 
15 37 0 0 0 -0.72188 
15 38 0 0 0 -0.72188 
15 39 0 0 0 -0.72188 
15 40 0 0 0 -0.72188 
15 41 0 0 0 -0.72188 
15 42 0 0 0 -1.82899 
15 43 0 0 0 -1.82899 
15 44 0 0 0 -1.82899 
15 45 0 0 0 -3.15435 
15 46 0 0 0 -3.15435 
15 47 0 0 -0.284639 -3.15435 
15 48 0 0 -0.284639 -3.15435 
15 49 0 0 -0.284639 -3.15435 
16 0 0 0 -2.64416 -0.621482 
16 1 0 0 -2.64416 -0.621482 
16 2 0 0 -2.64416 -0.621482 
16 3 0 0 -2.64416 -0.621482 
